code,description_short,description_long,is_billable,status,valid_from
A0903,"Original description: Other orthopedic with Motor >24.15 & Motor <34.35.,without","Original description: Other orthopedic with Motor >24.15 & Motor <34.35.,without comorbidities,10/2019 description: Other orthopedic M >=44.50 and M <51.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A0904,"Original description: Other orthopedic with Motor <24.15.,without comorbidities,","Original description: Other orthopedic with Motor <24.15.,without comorbidities,10/2019 description: Other orthopedic M <44.5.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1001,"Original description: Amputation, lower extremity with Motor >47.65.,without com","Original description: Amputation, lower extremity with Motor >47.65.,without comorbidities,10/2019 description: Amputation lower extremity M >=64.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1002,"Original description: Amputation, lower extremity with Motor >36.25 & Motor <47.","Original description: Amputation, lower extremity with Motor >36.25 & Motor <47.65.,without comorbidities,10/2019 description: Amputation lower extremity M >=55.50 and M <64.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1003,"Original description: Amputation, lower extremity with Motor <36.25.,without com","Original description: Amputation, lower extremity with Motor <36.25.,without comorbidities,10/2019 description: Amputation lower extremity M >=47.50 and M <55.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1101,"Original description: Amputation, other extremity with Motor >36.35.,without com","Original description: Amputation, other extremity with Motor >36.35.,without comorbidities,10/2019 description: Amputation non-lower extremity M >=58.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1102,"Original description: Amputation, other extremity with Motor <36.35.,without com","Original description: Amputation, other extremity with Motor <36.35.,without comorbidities,10/2019 description: Amputation non-lower extremity M >=52.50 and M <58.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1201,"Original description: Osteoarthritis with Motor >37.65.,without comorbidities,10","Original description: Osteoarthritis with Motor >37.65.,without comorbidities,10/2019 description: Osteoarthritis M >=61.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1202,"Original description: Osteoarthritis with Motor >30.75 & Motor <37.65.,without c","Original description: Osteoarthritis with Motor >30.75 & Motor <37.65.,without comorbidities,10/2019 description: Osteoarthritis M >=49.50 and M <61.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1203,"Original description: Osteoarthritis with Motor <30.75.,without comorbidities,10","Original description: Osteoarthritis with Motor <30.75.,without comorbidities,10/2019 description: Osteoarthritis M <49.50 and A >=74.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1301,"Original description: Rheumatoid, other arthritis with Motor >36.35.,without com","Original description: Rheumatoid, other arthritis with Motor >36.35.,without comorbidities,10/2019 description: Rheumatoid other arthritis M >=62.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1302,"Original description: Rheumatoid, other arthritis with Motor >26.15 & Motor <36.","Original description: Rheumatoid, other arthritis with Motor >26.15 & Motor <36.35.,without comorbidities,10/2019 description: Rheumatoid other arthritis M >=51.50 and M <62.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1303,"Original description: Rheumatoid, other arthritis with Motor <26.15.,without com","Original description: Rheumatoid, other arthritis with Motor <26.15.,without comorbidities,10/2019 description: Rheumatoid other arthritis M >=44.50 and M <51.50 and A >=64.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1305,"Rheumatoid other arthritis M <51.50 and A <64.50.,without comorbidities","Rheumatoid other arthritis M <51.50 and A <64.50.,without comorbidities",True,active,2019-10-01T00:00:00Z
A1401,"Original description: Cardiac with Motor >48.85.,without comorbidities,10/2019 d","Original description: Cardiac with Motor >48.85.,without comorbidities,10/2019 description: Cardiac M >=68.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1402,"Original description: Cardiac with Motor >38.55 & Motor <48.85.,without comorbid","Original description: Cardiac with Motor >38.55 & Motor <48.85.,without comorbidities,10/2019 description: Cardiac M >=55.50 and M <68.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1403,"Original description: Cardiac with Motor >31.15 & Motor <38.55.,without comorbid","Original description: Cardiac with Motor >31.15 & Motor <38.55.,without comorbidities,10/2019 description: Cardiac M >=45.50 and M <55.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1404,"Original description: Cardiac with Motor <31.15.,without comorbidities,10/2019 d","Original description: Cardiac with Motor <31.15.,without comorbidities,10/2019 description: Cardiac M <45.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1501,"Original description: Pulmonary with Motor >49.25.,without comorbidities,10/2019","Original description: Pulmonary with Motor >49.25.,without comorbidities,10/2019 description: Pulmonary M >=68.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1502,"Original description: Pulmonary with Motor >39.05 & Motor <49.25.,without comorb","Original description: Pulmonary with Motor >39.05 & Motor <49.25.,without comorbidities,10/2019 description: Pulmonary M >=56.50 and M <68.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1503,"Original description: Pulmonary with Motor >29.15 & Motor <39.05.,without comorb","Original description: Pulmonary with Motor >29.15 & Motor <39.05.,without comorbidities,10/2019 description: Pulmonary M >=45.50 and M <56.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1504,"Original description: Pulmonary with Motor <29.15.,without comorbidities,10/2019","Original description: Pulmonary with Motor <29.15.,without comorbidities,10/2019 description: Pulmonary M <45.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1601,"Original description: Pain syndrome with Motor >37.15.,without comorbidities,10/","Original description: Pain syndrome with Motor >37.15.,without comorbidities,10/2019 description: Pain syndrome M >=65.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1602,"Original description: Pain syndrome with Motor >26.75 & Motor <37.15.,without co","Original description: Pain syndrome with Motor >26.75 & Motor <37.15.,without comorbidities,10/2019 description: Pain syndrome M >=58.50 and M <65.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1603,"Original description: Pain syndrome with Motor <26.75.,without comorbidities,10/","Original description: Pain syndrome with Motor <26.75.,without comorbidities,10/2019 description: Pain syndrome M >=43.50 and M <58.50.,without comorbidities",True,active,2005-10-01T00:00:00Z
A1604,"Pain syndrome M <43.50.,without comorbidities","Pain syndrome M <43.50.,without comorbidities",True,active,2019-10-01T00:00:00Z
A1701,Original description: Major multiple trauma without brain or spinal cord injury ,"Original description: Major multiple trauma without brain or spinal cord injury with Motor >39.25.,without comorbidities,10/2019 description: Major multiple trauma without brain or spinal cord injury M >=57.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1702,Original description: Major multiple trauma without brain or spinal cord injury ,"Original description: Major multiple trauma without brain or spinal cord injury with Motor >31.05 & Motor <39.25.,without comorbidities,10/2019 description: Major multiple trauma without brain or spinal cord injury M >=50.50 and M <57.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
A1703,Original description: Major multiple trauma without brain or spinal cord injury ,"Original description: Major multiple trauma without brain or spinal cord injury with Motor >25.55 & Motor <31.05.,       without comorbidities,10/2019 description: Major multiple trauma without brain or spinal cord injury M >=41.50 and M <50.50.,without comorbidities",True,active,2002-01-01T00:00:00Z
