code,description_short,description_long,is_billable,status,valid_from
BA,Item w pen services,Item furnished in conjunction with parenteral enteral nutrition (pen) services,,active,2003-01-01T00:00:00Z
BL,Spec acquisition blood prods,Special acquisition of blood and blood products,,active,2005-07-01T00:00:00Z
BO,Nutrition oral admin no tube,"Orally administered nutrition, not by feeding tube",,active,2003-01-01T00:00:00Z
BP,Bene electd to purchase item,The beneficiary has been informed of the purchase and rental options and has,,active,1992-01-01T00:00:00Z
BR,Bene elected to rent item,The beneficiary has been informed of the purchase and rental options and has,,active,1992-01-01T00:00:00Z
BU,Bene undecided on purch/rent,The beneficiary has been informed of the purchase and rental options and after,,active,1992-01-01T00:00:00Z
CA,Procedure payable inpatient,Procedure payable only in the inpatient setting when performed emergently on an,,active,2003-01-01T00:00:00Z
CB,Esrd bene part a snf-sep pay,Service ordered by a renal dialysis facility (rdf) physician as part of the,,active,2003-04-01T00:00:00Z
CC,Procedure code change,Procedure code change (use 'cc' when the procedure code submitted was changed,,active,1990-01-01T00:00:00Z
CD,Amcc test for esrd or mcp md,Amcc test has been ordered by an esrd facility or mcp physician that is part of,,active,2004-01-01T00:00:00Z
CE,Med neces amcc tst sep reimb,Amcc test has been ordered by an esrd facility or mcp physician that is a,,active,2004-01-01T00:00:00Z
CF,Amcc tst not composite rate,Amcc test has been ordered by an esrd facility or mcp physician that is not,,active,2004-01-01T00:00:00Z
CG,Policy criteria applied,Policy criteria applied,,active,2008-07-01T00:00:00Z
CH,"0 percent impaired, ltd, res","0 percent impaired, limited or restricted",,active,2013-01-01T00:00:00Z
CI,1 to <20 percent impaired,"At least 1 percent but less than 20 percent impaired, limited or restricted",,active,2013-01-01T00:00:00Z
CJ,20 to <40 percent impaired,"At least 20 percent but less than 40 percent impaired, limited or restricted",,active,2013-01-01T00:00:00Z
CK,40 to <60 percent impaired,"At least 40 percent but less than 60 percent impaired, limited or restricted",,active,2013-01-01T00:00:00Z
CL,60 to <80 percent impaired,"At least 60 percent but less than 80 percent impaired, limited or restricted",,active,2013-01-01T00:00:00Z
CM,80 to <100 percent impaired,"At least 80 percent but less than 100 percent impaired, limited or restricted",,active,2013-01-01T00:00:00Z
CN,"100 percent impaired, ltd","100 percent impaired, limited or restricted",,active,2013-01-01T00:00:00Z
CO,Outpatient ot service by ota,Outpatient occupational therapy services furnished in whole or in part by an,,active,2019-01-01T00:00:00Z
CP,C-apc adjunctive service,Adjunctive service related to a procedure assigned to a comprehensive,,deprecated,2016-01-01T00:00:00Z
CQ,Outpatient pt service by pta,Outpatient physical therapy services furnished in whole or in part by a,,active,2019-01-01T00:00:00Z
CR,Catastrophe/disaster related,Catastrophe/disaster related,,active,2005-08-21T00:00:00Z
CS,Cost share waiver covid-19,Cost-sharing waived for specified covid-19 testing-related services that result,,active,2011-01-01T00:00:00Z
CT,Ct does not meet nema standa,Computed tomography services furnished using equipment that does not meet each,,active,2016-01-01T00:00:00Z
DA,"Oral health assess, not dent",Oral health assessment by a licensed health professional other than a dentist,,active,2011-01-01T00:00:00Z
E1,Upper left eyelid,"Upper left, eyelid",,active,1995-01-01T00:00:00Z
E2,Lower left eyelid,"Lower left, eyelid",,active,1995-01-01T00:00:00Z
E3,Upper right eyelid,"Upper right, eyelid",,active,1995-01-01T00:00:00Z
E4,Lower right eyelid,"Lower right, eyelid",,active,1995-01-01T00:00:00Z
EA,"Esa, anemia, chemo-induced",Erythropoietic stimulating agent (esa) administered to treat anemia due to,,active,2008-01-01T00:00:00Z
EB,"Esa, anemia, radio-induced",Erythropoietic stimulating agent (esa) administered to treat anemia due to,,active,2008-01-01T00:00:00Z
EC,"Esa, anemia, non-chemo/radio",Erythropoietic stimulating agent (esa) administered to treat anemia not due to,,active,2008-01-01T00:00:00Z
ED,Hct>39% or hgb>13g>=3 cycle,Hematocrit level has exceeded 39% (or hemoglobin level has exceeded 13.0 g/dl),,active,2008-01-01T00:00:00Z
EE,Hct>39% or hgb>13g<3 cycle,Hematocrit level has not exceeded 39% (or hemoglobin level has not exceeded,,active,2008-01-01T00:00:00Z
EJ,Subsequent claim,"Subsequent claims for a defined course of therapy, e.g., epo, sodium",,active,1991-01-01T00:00:00Z
EM,Emer reserve supply (esrd),Emergency reserve supply (for esrd benefit only),,active,1991-01-01T00:00:00Z
EP,Medicaid epsdt program svc,Service provided as part of medicaid early periodic screening diagnosis and,,active,1987-01-01T00:00:00Z
ER,Off-campus ed service,"Items and services furnished by a provider-based, off-campus emergency",,active,2019-01-01T00:00:00Z
ET,Emergency services,Emergency services,,active,1984-01-01T00:00:00Z
EX,Expatriate beneficiary,Expatriate beneficiary,,active,2015-04-01T00:00:00Z
EY,No md order for item/service,No physician or other licensed health care provider order for this item or,,active,2003-01-01T00:00:00Z
F1,"Left hand, second digit","Left hand, second digit",,active,1995-01-01T00:00:00Z
F2,"Left hand, third digit","Left hand, third digit",,active,1995-01-01T00:00:00Z
F3,"Left hand, fourth digit","Left hand, fourth digit",,active,1995-01-01T00:00:00Z
F4,"Left hand, fifth digit","Left hand, fifth digit",,active,1995-01-01T00:00:00Z
F5,"Right hand, thumb","Right hand, thumb",,active,1995-01-01T00:00:00Z
F6,"Right hand, second digit","Right hand, second digit",,active,1995-01-01T00:00:00Z
F7,"Right hand, third digit","Right hand, third digit",,active,1995-01-01T00:00:00Z
F8,"Right hand, fourth digit","Right hand, fourth digit",,active,1995-01-01T00:00:00Z
F9,"Right hand, fifth digit","Right hand, fifth digit",,active,1995-01-01T00:00:00Z
FA,"Left hand, thumb","Left hand, thumb",,active,1995-01-01T00:00:00Z
FB,Item provided without cost,"Item provided without cost to provider, supplier or practitioner, or full",,active,2006-01-01T00:00:00Z
FC,"Part credit, replaced device",Partial credit received for replaced device,,active,2008-01-01T00:00:00Z
FP,Svc part of family plan pgm,Service provided as part of family planning program,,active,1987-01-01T00:00:00Z
FQ,Audio-only service,The service was furnished using audio-only communication technology,,active,2022-01-01T00:00:00Z
FR,Two-way a/v dir supervision,"The supervising practitioner was present through two-way, audio/video",,active,2022-01-01T00:00:00Z
FS,Split or shared e/m visit,Split (or shared) evaluation and management visit,,active,2022-01-01T00:00:00Z
FT,"Separate, unrelated e/m",Unrelated evaluation and management (e/m) visit on the same day as another e/m,,active,2022-01-01T00:00:00Z
FX,X-ray taken using film,X-ray taken using film,,active,2017-01-01T00:00:00Z
FY,Computed radiography x-ray,X-ray taken using computed radiography technology/cassette-based imaging,,active,2018-01-01T00:00:00Z
G0,Telestroke,"Telehealth services for diagnosis, evaluation, or treatment, of symptoms of an",,active,2019-01-01T00:00:00Z
G1,Urr reading of less than 60,Most recent urr reading of less than 60,,active,1997-01-01T00:00:00Z
G2,Urr reading of 60 to 64.9,Most recent urr reading of 60 to 64.9,,active,1997-01-01T00:00:00Z
G3,Urr  reading of 65 to 69.9,Most recent urr reading of 65 to 69.9,,active,1997-01-01T00:00:00Z
G4,Urr reading of 70 to 74.9,Most recent urr reading of 70 to 74.9,,active,1997-01-01T00:00:00Z
G5,Urr reading of 75 or greater,Most recent urr reading of 75 or greater,,active,1997-01-01T00:00:00Z
G6,Esrd patient <6 dialysis/mth,Esrd patient for whom less than six dialysis sessions have been provided in a,,active,1998-05-01T00:00:00Z
G7,Payment limits do not apply,Pregnancy resulted from rape or incest or pregnancy certified by physician as,,active,1999-07-01T00:00:00Z
G8,Monitored anesthesia care,"Monitored anesthesia care (mac) for deep complex, complicated, or markedly",,active,1999-07-01T00:00:00Z
G9,Mac for at risk patient,Monitored anesthesia care for patient who has history of severe,,active,1999-07-01T00:00:00Z
GA,Liability waiver ind case,"Waiver of liability statement issued as required by payer policy, individual",,active,1995-01-01T00:00:00Z
GB,Claim resubmitted,Claim being re-submitted for payment because it is no longer covered under a,,active,2002-01-01T00:00:00Z
GC,Resident/teaching phys serv,This service has been performed in part by a resident under the direction of a,,active,1997-01-01T00:00:00Z
GD,Unit of service > mue value,Units of service exceeds medically unlikely edit value and represents,,deprecated,2008-01-01T00:00:00Z
GE,Resident prim care exception,This service has been performed by a resident without the presence of a,,active,1997-01-01T00:00:00Z
GF,Nonphysician serv c a hosp,"Non-physician (e.g. nurse practitioner (np), certified registered nurse",,active,2003-04-01T00:00:00Z
GG,Payment screen mam + diagmam,Performance and payment of a screening mammogram and diagnostic mammogram on,,active,2002-01-01T00:00:00Z
GH,Diag mammo to screening mamo,Diagnostic mammogram converted from screening mammogram on same day,,active,1998-10-01T00:00:00Z
GJ,Opt out provider of er srvc,"""opt out"" physician or practitioner emergency or urgent service",,active,1998-10-01T00:00:00Z
GK,Actual item/service ordered,Reasonable and necessary item/service associated with a ga or gz modifier,,active,2002-01-01T00:00:00Z
GL,"Upgraded item, no charge","Medically unnecessary upgrade provided instead of non-upgraded item, no charge,",,active,2002-01-01T00:00:00Z
GM,Multiple transports,Multiple patients on one ambulance trip,,active,2002-01-01T00:00:00Z
GN,Op speech language service,Services delivered under an outpatient speech language pathology plan of care,,active,1999-01-01T00:00:00Z
GO,Op occupational therapy serv,Services delivered under an outpatient occupational therapy plan of care,,active,1999-01-01T00:00:00Z
GP,Op pt services,Services delivered under an outpatient physical therapy plan of care,,active,1999-01-01T00:00:00Z
GQ,Telehealth store and forward,Via asynchronous telecommunications system,,active,2001-10-01T00:00:00Z
GR,Service by va resident,This service was performed in whole or in part by a resident in a department of,,active,2006-01-01T00:00:00Z
GS,Epo/darbepoietin reduced 25%,Dosage of erythropoietin stimulating agent has been reduced and maintained in,,active,2006-01-01T00:00:00Z
GT,Interactivetelecommunication,Via interactive audio and video telecommunication systems,,active,1999-01-01T00:00:00Z
GU,Liability waiver rout notice,"Waiver of liability statement issued as required by payer policy, routine notice",,active,2011-01-01T00:00:00Z
GV,Attending phys not hospice,Attending physician not employed or paid under arrangement by the patient's,,active,2002-01-01T00:00:00Z
GW,Service unrelated to term co,Service not related to the hospice patient's terminal condition,,active,2002-01-01T00:00:00Z
GX,Voluntary liability notice,"Notice of liability issued, voluntary under payer policy",,active,2010-04-01T00:00:00Z
GY,Statutorily excluded,"Item or service statutorily excluded, does not meet the definition of any",,active,2002-01-01T00:00:00Z
GZ,Not reasonable and necessary,Item or service expected to be denied as not reasonable and necessary,,active,2002-01-01T00:00:00Z
H9,Court-ordered,Court-ordered,,active,2003-01-01T00:00:00Z
HA,Child/adolescent program,Child/adolescent program,,active,2003-01-01T00:00:00Z
HB,Adult program non-geriatric,"Adult program, non geriatric",,active,2003-01-01T00:00:00Z
HC,Adult program geriatric,"Adult program, geriatric",,active,2003-01-01T00:00:00Z
HD,Pregnant/parenting program,Pregnant/parenting women's program,,active,2003-01-01T00:00:00Z
HE,Mental health program,Mental health program,,active,2003-01-01T00:00:00Z
HF,Substance abuse program,Substance abuse program,,active,2003-01-01T00:00:00Z
HG,Opioid addiction tx program,Opioid addiction treatment program,,active,2003-01-01T00:00:00Z
