code,description_short,description_long,is_billable,status,valid_from,mdc,drg_type,weight,gmlos,amlos
672,URETHRAL PROCEDURES WITHOUT CC/MCC,URETHRAL PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,11,SURG,1.0795,1.6,2.1
673,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,11,SURG,4.2016,10.2,13.1
674,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH CC,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,11,SURG,2.3386,5.5,7.1
675,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITHOUT CC/MCC,OTHER KIDNEY AND URINARY TRACT PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,11,SURG,1.6414,2.8,3.6
682,RENAL FAILURE WITH MCC,RENAL FAILURE WITH MCC,True,active,2025-10-01T00:00:00Z,11,MED,1.4810,4.3,5.7
683,RENAL FAILURE WITH CC,RENAL FAILURE WITH CC,True,active,2025-10-01T00:00:00Z,11,MED,0.8758,3.0,3.7
684,RENAL FAILURE WITHOUT CC/MCC,RENAL FAILURE WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,11,MED,0.6003,2.2,2.6
686,KIDNEY AND URINARY TRACT NEOPLASMS WITH MCC,KIDNEY AND URINARY TRACT NEOPLASMS WITH MCC,True,active,2025-10-01T00:00:00Z,11,MED,1.8037,5.1,6.9
687,KIDNEY AND URINARY TRACT NEOPLASMS WITH CC,KIDNEY AND URINARY TRACT NEOPLASMS WITH CC,True,active,2025-10-01T00:00:00Z,11,MED,1.0478,3.3,4.2
688,KIDNEY AND URINARY TRACT NEOPLASMS WITHOUT CC/MCC,KIDNEY AND URINARY TRACT NEOPLASMS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,11,MED,0.7903,2.0,2.3
689,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,KIDNEY AND URINARY TRACT INFECTIONS WITH MCC,True,active,2025-10-01T00:00:00Z,11,MED,1.1603,3.8,4.9
690,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,KIDNEY AND URINARY TRACT INFECTIONS WITHOUT MCC,True,active,2025-10-01T00:00:00Z,11,MED,0.8095,2.8,3.5
693,URINARY STONES WITH MCC,URINARY STONES WITH MCC,True,active,2025-10-01T00:00:00Z,11,MED,1.3445,3.7,4.9
694,URINARY STONES WITHOUT MCC,URINARY STONES WITHOUT MCC,True,active,2025-10-01T00:00:00Z,11,MED,0.7817,2.1,2.7
695,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITH MCC,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITH MCC,True,active,2025-10-01T00:00:00Z,11,MED,1.1438,3.6,4.6
696,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITHOUT MCC,KIDNEY AND URINARY TRACT SIGNS AND SYMPTOMS WITHOUT MCC,True,active,2025-10-01T00:00:00Z,11,MED,0.6890,2.3,2.9
697,URETHRAL STRICTURE,URETHRAL STRICTURE,True,active,2025-10-01T00:00:00Z,11,MED,1.0778,2.6,3.6
698,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH MCC,True,active,2025-10-01T00:00:00Z,11,MED,1.6544,4.8,6.1
699,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITH CC,True,active,2025-10-01T00:00:00Z,11,MED,1.0150,3.2,4.0
700,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITHOUT CC/MCC,OTHER KIDNEY AND URINARY TRACT DIAGNOSES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,11,MED,0.6899,2.3,2.8
707,MAJOR MALE PELVIC PROCEDURES WITH CC/MCC,MAJOR MALE PELVIC PROCEDURES WITH CC/MCC,True,active,2025-10-01T00:00:00Z,12,SURG,2.0003,2.2,3.1
708,MAJOR MALE PELVIC PROCEDURES WITHOUT CC/MCC,MAJOR MALE PELVIC PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,12,SURG,1.5342,1.4,1.5
709,PENIS PROCEDURES WITH CC/MCC,PENIS PROCEDURES WITH CC/MCC,True,active,2025-10-01T00:00:00Z,12,SURG,2.3271,4.0,6.5
710,PENIS PROCEDURES WITHOUT CC/MCC,PENIS PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,12,SURG,1.4012,1.6,1.9
711,TESTES PROCEDURES WITH CC/MCC,TESTES PROCEDURES WITH CC/MCC,True,active,2025-10-01T00:00:00Z,12,SURG,2.0838,4.8,6.8
712,TESTES PROCEDURES WITHOUT CC/MCC,TESTES PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,12,SURG,1.0997,2.3,3.0
713,TRANSURETHRAL PROSTATECTOMY WITH CC/MCC,TRANSURETHRAL PROSTATECTOMY WITH CC/MCC,True,active,2025-10-01T00:00:00Z,12,SURG,1.5034,2.4,3.5
714,TRANSURETHRAL PROSTATECTOMY WITHOUT CC/MCC,TRANSURETHRAL PROSTATECTOMY WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,12,SURG,1.0574,1.5,1.7
715,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITH CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITH CC/MCC,True,active,2025-10-01T00:00:00Z,12,SURG,2.2373,5.0,7.2
716,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITHOUT CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES FOR MALIGNANCY WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,12,SURG,1.4710,1.6,1.8
717,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITH CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITH CC/MCC,True,active,2025-10-01T00:00:00Z,12,SURG,1.8905,3.6,5.2
718,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITHOUT CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM O.R. PROCEDURES EXCEPT MALIGNANCY WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,12,SURG,1.3431,1.9,2.3
722,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH MCC","MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH MCC",True,active,2025-10-01T00:00:00Z,12,MED,1.8097,5.0,7.1
723,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC","MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITH CC",True,active,2025-10-01T00:00:00Z,12,MED,1.1427,3.4,4.7
724,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC","MALIGNANCY, MALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",True,active,2025-10-01T00:00:00Z,12,MED,0.6117,1.8,2.1
725,BENIGN PROSTATIC HYPERTROPHY WITH MCC,BENIGN PROSTATIC HYPERTROPHY WITH MCC,True,active,2025-10-01T00:00:00Z,12,MED,1.1702,3.8,4.9
726,BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,BENIGN PROSTATIC HYPERTROPHY WITHOUT MCC,True,active,2025-10-01T00:00:00Z,12,MED,0.7220,2.5,3.1
727,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITH MCC,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITH MCC,True,active,2025-10-01T00:00:00Z,12,MED,1.4829,4.5,6.0
728,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,INFLAMMATION OF THE MALE REPRODUCTIVE SYSTEM WITHOUT MCC,True,active,2025-10-01T00:00:00Z,12,MED,0.8112,2.9,3.6
729,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITH CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITH CC/MCC,True,active,2025-10-01T00:00:00Z,12,MED,1.0587,3.1,4.1
730,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,OTHER MALE REPRODUCTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,12,MED,0.6720,1.8,2.1
734,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITH CC/MCC","PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITH CC/MCC",True,active,2025-10-01T00:00:00Z,13,SURG,2.1300,3.1,4.7
735,"PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITHOUT CC/MCC","PELVIC EVISCERATION, RADICAL HYSTERECTOMY AND RADICAL VULVECTOMY WITHOUT CC/MCC",True,active,2025-10-01T00:00:00Z,13,SURG,1.3455,1.7,1.9
736,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH MCC,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH MCC,True,active,2025-10-01T00:00:00Z,13,SURG,3.5745,6.1,8.2
737,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITH CC,True,active,2025-10-01T00:00:00Z,13,SURG,2.0606,3.7,4.5
738,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITHOUT CC/MCC,UTERINE AND ADNEXA PROCEDURES FOR OVARIAN OR ADNEXAL MALIGNANCY WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,13,SURG,1.4685,2.3,2.6
739,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH MC,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH MCC,True,active,2025-10-01T00:00:00Z,13,SURG,3.5263,5.1,8.3
740,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITH CC,True,active,2025-10-01T00:00:00Z,13,SURG,1.8096,2.6,3.6
741,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITHOUT,UTERINE AND ADNEXA PROCEDURES FOR NON-OVARIAN AND NON-ADNEXAL MALIGNANCY WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,13,SURG,1.4261,1.5,1.8
742,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITH CC/MCC,True,active,2025-10-01T00:00:00Z,13,SURG,1.8348,2.7,3.6
743,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,UTERINE AND ADNEXA PROCEDURES FOR NON-MALIGNANCY WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,13,SURG,1.2407,1.5,1.7
744,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC","D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITH CC/MCC",True,active,2025-10-01T00:00:00Z,13,SURG,2.0491,4.6,6.6
745,"D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITHOUT CC/MCC","D&C, CONIZATION, LAPAROSCOPY AND TUBAL INTERRUPTION WITHOUT CC/MCC",True,active,2025-10-01T00:00:00Z,13,SURG,1.1375,2.0,2.6
746,"VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC","VAGINA, CERVIX AND VULVA PROCEDURES WITH CC/MCC",True,active,2025-10-01T00:00:00Z,13,SURG,1.7371,3.1,5.1
747,"VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC","VAGINA, CERVIX AND VULVA PROCEDURES WITHOUT CC/MCC",True,active,2025-10-01T00:00:00Z,13,SURG,0.8395,1.3,1.6
748,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,FEMALE REPRODUCTIVE SYSTEM RECONSTRUCTIVE PROCEDURES,True,active,2025-10-01T00:00:00Z,13,SURG,1.3873,1.4,1.8
749,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITH CC/MCC,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITH CC/MCC,True,active,2025-10-01T00:00:00Z,13,SURG,2.5676,5.1,7.1
750,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,OTHER FEMALE REPRODUCTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,13,SURG,1.4758,1.9,2.6
754,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH MCC","MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH MCC",True,active,2025-10-01T00:00:00Z,13,MED,1.8417,5.1,7.1
755,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC","MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITH CC",True,active,2025-10-01T00:00:00Z,13,MED,1.0878,3.2,4.3
756,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC","MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",True,active,2025-10-01T00:00:00Z,13,MED,0.9605,2.0,2.3
757,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH MCC","INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH MCC",True,active,2025-10-01T00:00:00Z,13,MED,1.4319,4.6,6.0
758,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC","INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITH CC",True,active,2025-10-01T00:00:00Z,13,MED,0.9790,3.6,4.4
759,"INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC","INFECTIONS, FEMALE REPRODUCTIVE SYSTEM WITHOUT CC/MCC",True,active,2025-10-01T00:00:00Z,13,MED,0.6636,2.4,2.9
760,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITH CC/MCC,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITH CC/MCC,True,active,2025-10-01T00:00:00Z,13,MED,1.0075,2.8,3.8
761,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITHOUT CC/MCC,MENSTRUAL AND OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,13,MED,0.5696,1.7,2.1
768,VAGINAL DELIVERY WITH O.R. PROCEDURES EXCEPT STERILIZATION AND/OR D&C,VAGINAL DELIVERY WITH O.R. PROCEDURES EXCEPT STERILIZATION AND/OR D&C,True,active,2025-10-01T00:00:00Z,14,SURG,1.0716,2.7,3.4
769,POSTPARTUM AND POST ABORTION DIAGNOSES WITH O.R. PROCEDURES,POSTPARTUM AND POST ABORTION DIAGNOSES WITH O.R. PROCEDURES,True,active,2025-10-01T00:00:00Z,14,SURG,1.6898,3.0,4.7
770,"ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY","ABORTION WITH D&C, ASPIRATION CURETTAGE OR HYSTEROTOMY",True,active,2025-10-01T00:00:00Z,14,SURG,1.0027,1.9,2.3
776,POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT O.R. PROCEDURES,POSTPARTUM AND POST ABORTION DIAGNOSES WITHOUT O.R. PROCEDURES,True,active,2025-10-01T00:00:00Z,14,MED,0.6547,2.4,3.1
779,ABORTION WITHOUT D&C,ABORTION WITHOUT D&C,True,active,2025-10-01T00:00:00Z,14,MED,0.7131,1.5,2.0
783,CESAREAN SECTION WITH STERILIZATION WITH MCC,CESAREAN SECTION WITH STERILIZATION WITH MCC,True,active,2025-10-01T00:00:00Z,14,SURG,2.4551,4.9,8.6
784,CESAREAN SECTION WITH STERILIZATION WITH CC,CESAREAN SECTION WITH STERILIZATION WITH CC,True,active,2025-10-01T00:00:00Z,14,SURG,1.0601,3.1,3.6
785,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,CESAREAN SECTION WITH STERILIZATION WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,14,SURG,0.9578,2.6,3.0
786,CESAREAN SECTION WITHOUT STERILIZATION WITH MCC,CESAREAN SECTION WITHOUT STERILIZATION WITH MCC,True,active,2025-10-01T00:00:00Z,14,SURG,1.6495,4.4,6.2
787,CESAREAN SECTION WITHOUT STERILIZATION WITH CC,CESAREAN SECTION WITHOUT STERILIZATION WITH CC,True,active,2025-10-01T00:00:00Z,14,SURG,1.1168,3.4,4.2
788,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,CESAREAN SECTION WITHOUT STERILIZATION WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,14,SURG,0.9588,2.9,3.2
789,"NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY","NEONATES, DIED OR TRANSFERRED TO ANOTHER ACUTE CARE FACILITY",True,active,2025-10-01T00:00:00Z,15,MED,1.8022,1.8,1.8
790,"EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE","EXTREME IMMATURITY OR RESPIRATORY DISTRESS SYNDROME, NEONATE",True,active,2025-10-01T00:00:00Z,15,MED,5.9435,17.9,17.9
791,PREMATURITY WITH MAJOR PROBLEMS,PREMATURITY WITH MAJOR PROBLEMS,True,active,2025-10-01T00:00:00Z,15,MED,4.0590,13.3,13.3
792,PREMATURITY WITHOUT MAJOR PROBLEMS,PREMATURITY WITHOUT MAJOR PROBLEMS,True,active,2025-10-01T00:00:00Z,15,MED,2.4492,8.6,8.6
793,FULL TERM NEONATE WITH MAJOR PROBLEMS,FULL TERM NEONATE WITH MAJOR PROBLEMS,True,active,2025-10-01T00:00:00Z,15,MED,4.1696,4.7,4.7
794,NEONATE WITH OTHER SIGNIFICANT PROBLEMS,NEONATE WITH OTHER SIGNIFICANT PROBLEMS,True,active,2025-10-01T00:00:00Z,15,MED,1.4759,3.4,3.4
795,NORMAL NEWBORN,NORMAL NEWBORN,True,active,2025-10-01T00:00:00Z,15,MED,0.1998,3.1,3.1
796,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH MCC,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH MCC,True,active,2025-10-01T00:00:00Z,14,SURG,1.1670,3.5,4.4
797,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,True,active,2025-10-01T00:00:00Z,14,SURG,1.0004,2.5,3.1
798,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITHOUT CC/MCC,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,14,SURG,0.9571,2.3,2.5
799,SPLENIC PROCEDURES WITH MCC,SPLENIC PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,16,SURG,4.5289,6.8,9.1
800,SPLENIC PROCEDURES WITH CC,SPLENIC PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,16,SURG,2.8094,3.9,5.2
801,SPLENIC PROCEDURES WITHOUT CC/MCC,SPLENIC PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,16,SURG,1.9089,2.4,3.3
802,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH MCC,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH MCC,True,active,2025-10-01T00:00:00Z,16,SURG,3.9841,7.8,11.6
803,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH CC,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH CC,True,active,2025-10-01T00:00:00Z,16,SURG,1.8589,3.7,5.2
804,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITHOUT CC/MCC,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,16,SURG,1.3560,1.7,2.2
805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,True,active,2025-10-01T00:00:00Z,14,MED,1.0792,3.0,4.5
806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,True,active,2025-10-01T00:00:00Z,14,MED,0.7540,2.4,2.7
807,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,14,MED,0.6742,2.0,2.2
808,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND CO,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITH MCC,True,active,2025-10-01T00:00:00Z,16,MED,2.2079,5.2,7.1
809,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND CO,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITH CC,True,active,2025-10-01T00:00:00Z,16,MED,1.2659,3.3,4.3
810,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND CO,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,16,MED,1.0466,2.6,3.3
811,RED BLOOD CELL DISORDERS WITH MCC,RED BLOOD CELL DISORDERS WITH MCC,True,active,2025-10-01T00:00:00Z,16,MED,1.4043,3.7,4.9
812,RED BLOOD CELL DISORDERS WITHOUT MCC,RED BLOOD CELL DISORDERS WITHOUT MCC,True,active,2025-10-01T00:00:00Z,16,MED,0.9182,2.7,3.6
813,COAGULATION DISORDERS,COAGULATION DISORDERS,True,active,2025-10-01T00:00:00Z,16,MED,1.5253,3.6,4.7
814,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH MCC,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH MCC,True,active,2025-10-01T00:00:00Z,16,MED,2.1267,4.7,6.9
815,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC,True,active,2025-10-01T00:00:00Z,16,MED,1.0140,2.9,3.8
816,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITHOUT CC/MCC,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,16,MED,0.6320,2.0,2.3
817,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH MCC,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,14,SURG,1.6880,3.6,5.5
818,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH CC,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,14,SURG,1.0542,2.7,3.4
819,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITHOUT CC/MCC,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,14,SURG,0.8599,1.6,1.7
820,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH MCC,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,17,SURG,5.8648,10.7,15.4
821,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH CC,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,17,SURG,2.2386,3.3,5.2
822,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,17,SURG,1.2040,1.5,1.8
823,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,17,SURG,4.5848,10.1,13.6
824,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH CC,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,17,SURG,2.2656,4.9,6.7
825,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITHOUT CC/MCC,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,17,SURG,1.3494,2.2,3.0
826,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. ,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,17,SURG,4.6778,8.4,11.2
827,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. ,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,17,SURG,2.3112,4.0,5.2
828,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. ,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,17,SURG,1.7038,2.4,2.9
829,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCE,MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS WITH OTHER PROCEDURES WITH CC/MCC,True,active,2025-10-01T00:00:00Z,17,SURG,3.1600,5.9,9.0
