code,description_short,description_long,is_billable,status,valid_from,mdc,drg_type,weight,gmlos,amlos
001,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITH MCC,True,active,2025-10-01T00:00:00Z,PRE,SURG,28.0239,25.8,36.2
002,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITHOUT MCC,HEART TRANSPLANT OR IMPLANT OF HEART ASSIST SYSTEM WITHOUT MCC,True,active,2025-10-01T00:00:00Z,PRE,SURG,11.3318,8.5,14.0
003,"ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH","ECMO OR TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITH MAJOR O.R. PROCEDURES",True,active,2025-10-01T00:00:00Z,PRE,SURG,21.2252,22.9,33.0
004,"TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NEC","TRACHEOSTOMY WITH MV >96 HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK WITHOUT MAJOR O.R. PROCEDURES",True,active,2025-10-01T00:00:00Z,PRE,SURG,13.8514,22.4,28.0
005,LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT,LIVER TRANSPLANT WITH MCC OR INTESTINAL TRANSPLANT,True,active,2025-10-01T00:00:00Z,PRE,SURG,10.3105,14.0,19.1
006,LIVER TRANSPLANT WITHOUT MCC,LIVER TRANSPLANT WITHOUT MCC,True,active,2025-10-01T00:00:00Z,PRE,SURG,4.6370,7.1,7.8
007,LUNG TRANSPLANT,LUNG TRANSPLANT,True,active,2025-10-01T00:00:00Z,PRE,SURG,12.9502,19.7,23.5
008,SIMULTANEOUS PANCREAS AND KIDNEY TRANSPLANT,SIMULTANEOUS PANCREAS AND KIDNEY TRANSPLANT,True,active,2025-10-01T00:00:00Z,PRE,SURG,5.6046,8.5,10.0
010,PANCREAS TRANSPLANT,PANCREAS TRANSPLANT,True,active,2025-10-01T00:00:00Z,PRE,SURG,3.0699,5.9,6.0
011,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH MCC","TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH MCC",True,active,2025-10-01T00:00:00Z,PRE,SURG,5.4541,11.4,13.9
012,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH CC","TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITH CC",True,active,2025-10-01T00:00:00Z,PRE,SURG,4.2160,8.6,9.8
013,"TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITHOUT CC/MCC","TRACHEOSTOMY FOR FACE, MOUTH AND NECK DIAGNOSES OR LARYNGECTOMY WITHOUT CC/MCC",True,active,2025-10-01T00:00:00Z,PRE,SURG,2.8818,6.5,7.1
014,ALLOGENEIC BONE MARROW TRANSPLANT,ALLOGENEIC BONE MARROW TRANSPLANT,True,active,2025-10-01T00:00:00Z,PRE,MED,12.0179,25.7,28.7
016,AUTOLOGOUS BONE MARROW TRANSPLANT WITH CC/MCC,AUTOLOGOUS BONE MARROW TRANSPLANT WITH CC/MCC,True,active,2025-10-01T00:00:00Z,PRE,MED,5.9297,16.1,17.2
017,AUTOLOGOUS BONE MARROW TRANSPLANT WITHOUT CC/MCC,AUTOLOGOUS BONE MARROW TRANSPLANT WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,PRE,MED,4.8383,8.3,11.5
018,CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL AND OTHER IMMUNOTHERAPIES,CHIMERIC ANTIGEN RECEPTOR (CAR) T-CELL AND OTHER IMMUNOTHERAPIES,True,active,2025-10-01T00:00:00Z,PRE,MED,43.1828,12.4,14.7
019,SIMULTANEOUS PANCREAS AND KIDNEY TRANSPLANT WITH HEMODIALYSIS,SIMULTANEOUS PANCREAS AND KIDNEY TRANSPLANT WITH HEMODIALYSIS,True,active,2025-10-01T00:00:00Z,PRE,SURG,6.6272,10.1,11.8
020,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH MCC,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH MCC,True,active,2025-10-01T00:00:00Z,01,SURG,7.8688,8.8,12.5
021,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH CC,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITH CC,True,active,2025-10-01T00:00:00Z,01,SURG,5.2938,4.9,7.8
022,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITHOUT CC/,INTRACRANIAL VASCULAR PROCEDURES WITH PRINCIPAL DIAGNOSIS HEMORRHAGE WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,SURG,3.0751,1.7,2.4
023,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WI,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITH MCC OR ANTINEOPLASTIC IMPLANT OR EPILEPSY WITH NEUROSTIMULATOR,True,active,2025-10-01T00:00:00Z,01,SURG,5.7303,7.1,10.0
024,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WI,CRANIOTOMY WITH MAJOR DEVICE IMPLANT OR ACUTE COMPLEX CNS PRINCIPAL DIAGNOSIS WITHOUT MCC,True,active,2025-10-01T00:00:00Z,01,SURG,3.9119,3.7,4.9
025,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,01,SURG,4.5467,6.4,8.6
026,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,01,SURG,3.1092,2.8,4.1
027,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,CRANIOTOMY AND ENDOVASCULAR INTRACRANIAL PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,SURG,2.5229,1.5,2.0
028,SPINAL PROCEDURES WITH MCC,SPINAL PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,01,SURG,6.0083,9.5,12.2
029,SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS,SPINAL PROCEDURES WITH CC OR SPINAL NEUROSTIMULATORS,True,active,2025-10-01T00:00:00Z,01,SURG,3.4116,4.7,6.2
030,SPINAL PROCEDURES WITHOUT CC/MCC,SPINAL PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,SURG,2.1952,2.6,3.3
031,VENTRICULAR SHUNT PROCEDURES WITH MCC,VENTRICULAR SHUNT PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,01,SURG,4.4805,7.0,10.6
032,VENTRICULAR SHUNT PROCEDURES WITH CC,VENTRICULAR SHUNT PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,01,SURG,2.1310,2.5,3.7
033,VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC,VENTRICULAR SHUNT PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,SURG,1.6629,1.5,1.9
034,CAROTID ARTERY STENT PROCEDURES WITH MCC,CAROTID ARTERY STENT PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,01,SURG,3.8707,4.7,6.7
035,CAROTID ARTERY STENT PROCEDURES WITH CC,CAROTID ARTERY STENT PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,01,SURG,2.3905,1.9,2.7
036,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,CAROTID ARTERY STENT PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,SURG,1.9428,1.2,1.4
037,EXTRACRANIAL PROCEDURES WITH MCC,EXTRACRANIAL PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,01,SURG,3.2921,4.7,7.2
038,EXTRACRANIAL PROCEDURES WITH CC,EXTRACRANIAL PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,01,SURG,1.6226,1.9,2.7
039,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,EXTRACRANIAL PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,SURG,1.1755,1.2,1.4
040,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC","PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH MCC",True,active,2025-10-01T00:00:00Z,01,SURG,3.8612,7.2,10.7
041,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHE","PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITH CC OR PERIPHERAL NEUROSTIMULATOR",True,active,2025-10-01T00:00:00Z,01,SURG,2.1987,3.8,4.8
042,"PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITHOUT CC/MCC","PERIPHERAL, CRANIAL NERVE AND OTHER NERVOUS SYSTEM PROCEDURES WITHOUT CC/MCC",True,active,2025-10-01T00:00:00Z,01,SURG,1.7277,2.3,2.9
052,SPINAL DISORDERS AND INJURIES WITH CC/MCC,SPINAL DISORDERS AND INJURIES WITH CC/MCC,True,active,2025-10-01T00:00:00Z,01,MED,1.7808,4.1,5.7
053,SPINAL DISORDERS AND INJURIES WITHOUT CC/MCC,SPINAL DISORDERS AND INJURIES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,MED,0.9792,2.6,3.3
054,NERVOUS SYSTEM NEOPLASMS WITH MCC,NERVOUS SYSTEM NEOPLASMS WITH MCC,True,active,2025-10-01T00:00:00Z,01,MED,1.5269,4.0,5.7
055,NERVOUS SYSTEM NEOPLASMS WITHOUT MCC,NERVOUS SYSTEM NEOPLASMS WITHOUT MCC,True,active,2025-10-01T00:00:00Z,01,MED,1.0196,2.9,3.9
056,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITH MCC,True,active,2025-10-01T00:00:00Z,01,MED,2.3231,5.7,9.1
057,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,DEGENERATIVE NERVOUS SYSTEM DISORDERS WITHOUT MCC,True,active,2025-10-01T00:00:00Z,01,MED,1.2956,3.8,5.9
058,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH MCC,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH MCC,True,active,2025-10-01T00:00:00Z,01,MED,1.7095,4.6,6.3
059,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITH CC,True,active,2025-10-01T00:00:00Z,01,MED,1.2409,3.6,4.8
060,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITHOUT CC/MCC,MULTIPLE SCLEROSIS AND CEREBELLAR ATAXIA WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,MED,0.9198,2.9,3.6
061,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC A","ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITH MCC",True,active,2025-10-01T00:00:00Z,01,MED,2.7571,4.7,6.2
062,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC A","ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITH CC",True,active,2025-10-01T00:00:00Z,01,MED,1.7572,3.0,3.6
063,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC A","ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA WITH THROMBOLYTIC AGENT WITHOUT CC/MCC",True,active,2025-10-01T00:00:00Z,01,MED,1.4038,2.2,2.5
064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH MCC,True,active,2025-10-01T00:00:00Z,01,MED,2.0110,4.4,6.3
065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITH CC OR TPA IN 24 HOURS,True,active,2025-10-01T00:00:00Z,01,MED,1.0103,2.8,3.6
066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,MED,0.6844,1.9,2.3
067,PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITH MCC,PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITH MCC,True,active,2025-10-01T00:00:00Z,01,MED,1.4687,3.4,4.7
068,PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITHOUT MCC,PRECEREBRAL OCCLUSION WITHOUT INFARCTION WITHOUT MCC,True,active,2025-10-01T00:00:00Z,01,MED,0.8644,2.0,2.5
069,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,TRANSIENT ISCHEMIA WITHOUT THROMBOLYTIC,True,active,2025-10-01T00:00:00Z,01,MED,0.7988,2.0,2.5
070,OTHER CEREBROVASCULAR DISORDERS WITH MCC,OTHER CEREBROVASCULAR DISORDERS WITH MCC,True,active,2025-10-01T00:00:00Z,01,MED,1.6648,4.5,6.3
071,OTHER CEREBROVASCULAR DISORDERS WITH CC,OTHER CEREBROVASCULAR DISORDERS WITH CC,True,active,2025-10-01T00:00:00Z,01,MED,1.0260,3.3,4.4
072,OTHER CEREBROVASCULAR DISORDERS WITHOUT CC/MCC,OTHER CEREBROVASCULAR DISORDERS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,MED,0.7562,2.3,2.9
073,CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC,CRANIAL AND PERIPHERAL NERVE DISORDERS WITH MCC,True,active,2025-10-01T00:00:00Z,01,MED,1.6043,4.1,5.8
074,CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC,CRANIAL AND PERIPHERAL NERVE DISORDERS WITHOUT MCC,True,active,2025-10-01T00:00:00Z,01,MED,1.0308,2.8,3.7
075,VIRAL MENINGITIS WITH CC/MCC,VIRAL MENINGITIS WITH CC/MCC,True,active,2025-10-01T00:00:00Z,01,MED,1.9175,5.5,7.2
076,VIRAL MENINGITIS WITHOUT CC/MCC,VIRAL MENINGITIS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,MED,0.7488,2.6,3.2
080,NONTRAUMATIC STUPOR AND COMA WITH MCC,NONTRAUMATIC STUPOR AND COMA WITH MCC,True,active,2025-10-01T00:00:00Z,01,MED,1.8100,4.7,6.5
081,NONTRAUMATIC STUPOR AND COMA WITHOUT MCC,NONTRAUMATIC STUPOR AND COMA WITHOUT MCC,True,active,2025-10-01T00:00:00Z,01,MED,0.8956,2.8,3.6
082,TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,TRAUMATIC STUPOR AND COMA >1 HOUR WITH MCC,True,active,2025-10-01T00:00:00Z,01,MED,2.2856,4.4,6.6
083,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,TRAUMATIC STUPOR AND COMA >1 HOUR WITH CC,True,active,2025-10-01T00:00:00Z,01,MED,1.3958,3.2,4.3
084,TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC,TRAUMATIC STUPOR AND COMA >1 HOUR WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,MED,0.9558,2.1,2.5
085,TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC,TRAUMATIC STUPOR AND COMA <1 HOUR WITH MCC,True,active,2025-10-01T00:00:00Z,01,MED,2.2719,4.6,6.3
086,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,TRAUMATIC STUPOR AND COMA <1 HOUR WITH CC,True,active,2025-10-01T00:00:00Z,01,MED,1.3027,2.9,3.6
087,TRAUMATIC STUPOR AND COMA <1 HOUR WITHOUT CC/MCC,TRAUMATIC STUPOR AND COMA <1 HOUR WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,MED,0.9147,1.9,2.3
088,CONCUSSION WITH MCC,CONCUSSION WITH MCC,True,active,2025-10-01T00:00:00Z,01,MED,1.3518,3.4,4.5
089,CONCUSSION WITH CC,CONCUSSION WITH CC,True,active,2025-10-01T00:00:00Z,01,MED,1.0986,2.5,3.3
090,CONCUSSION WITHOUT CC/MCC,CONCUSSION WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,MED,0.8232,1.9,2.3
091,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,OTHER DISORDERS OF NERVOUS SYSTEM WITH MCC,True,active,2025-10-01T00:00:00Z,01,MED,1.7562,4.4,6.3
092,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,OTHER DISORDERS OF NERVOUS SYSTEM WITH CC,True,active,2025-10-01T00:00:00Z,01,MED,1.0230,3.0,4.0
093,OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC,OTHER DISORDERS OF NERVOUS SYSTEM WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,MED,0.7963,2.2,2.7
094,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH MCC,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH MCC,True,active,2025-10-01T00:00:00Z,01,MED,3.5194,7.9,10.5
095,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH CC,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITH CC,True,active,2025-10-01T00:00:00Z,01,MED,2.5792,5.6,6.8
096,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITHOUT CC/MCC,BACTERIAL AND TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,MED,2.5792,5.6,6.8
097,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH MCC,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH MCC,True,active,2025-10-01T00:00:00Z,01,MED,3.6118,8.7,11.7
098,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH CC,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITH CC,True,active,2025-10-01T00:00:00Z,01,MED,2.2949,5.9,7.7
099,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITHOUT CC/MCC,NON-BACTERIAL INFECTION OF NERVOUS SYSTEM EXCEPT VIRAL MENINGITIS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,01,MED,1.3624,3.8,4.7
100,SEIZURES WITH MCC,SEIZURES WITH MCC,True,active,2025-10-01T00:00:00Z,01,MED,1.9368,4.3,6.3
101,SEIZURES WITHOUT MCC,SEIZURES WITHOUT MCC,True,active,2025-10-01T00:00:00Z,01,MED,0.9026,2.6,3.4
102,HEADACHES WITH MCC,HEADACHES WITH MCC,True,active,2025-10-01T00:00:00Z,01,MED,1.1209,2.9,4.0
103,HEADACHES WITHOUT MCC,HEADACHES WITHOUT MCC,True,active,2025-10-01T00:00:00Z,01,MED,0.8363,2.3,2.9
113,ORBITAL PROCEDURES WITH CC/MCC,ORBITAL PROCEDURES WITH CC/MCC,True,active,2025-10-01T00:00:00Z,02,SURG,2.3511,4.7,6.5
114,ORBITAL PROCEDURES WITHOUT CC/MCC,ORBITAL PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,02,SURG,1.3530,2.3,3.3
115,EXTRAOCULAR PROCEDURES EXCEPT ORBIT,EXTRAOCULAR PROCEDURES EXCEPT ORBIT,True,active,2025-10-01T00:00:00Z,02,SURG,1.5349,3.8,5.3
116,INTRAOCULAR PROCEDURES WITH CC/MCC,INTRAOCULAR PROCEDURES WITH CC/MCC,True,active,2025-10-01T00:00:00Z,02,SURG,1.8081,4.0,6.3
117,INTRAOCULAR PROCEDURES WITHOUT CC/MCC,INTRAOCULAR PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,02,SURG,1.0849,1.9,2.5
121,ACUTE MAJOR EYE INFECTIONS WITH CC/MCC,ACUTE MAJOR EYE INFECTIONS WITH CC/MCC,True,active,2025-10-01T00:00:00Z,02,MED,1.1633,4.1,5.5
122,ACUTE MAJOR EYE INFECTIONS WITHOUT CC/MCC,ACUTE MAJOR EYE INFECTIONS WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,02,MED,0.7858,3.2,4.0
123,NEUROLOGICAL EYE DISORDERS,NEUROLOGICAL EYE DISORDERS,True,active,2025-10-01T00:00:00Z,02,MED,0.7986,2.1,2.6
124,OTHER DISORDERS OF THE EYE WITH MCC OR THROMBOLYTIC AGENT,OTHER DISORDERS OF THE EYE WITH MCC OR THROMBOLYTIC AGENT,True,active,2025-10-01T00:00:00Z,02,MED,1.3231,3.2,4.6
125,OTHER DISORDERS OF THE EYE WITHOUT MCC,OTHER DISORDERS OF THE EYE WITHOUT MCC,True,active,2025-10-01T00:00:00Z,02,MED,0.7678,2.2,2.9
135,SINUS AND MASTOID PROCEDURES WITH CC/MCC,SINUS AND MASTOID PROCEDURES WITH CC/MCC,True,active,2025-10-01T00:00:00Z,03,SURG,2.1152,3.6,5.6
136,SINUS AND MASTOID PROCEDURES WITHOUT CC/MCC,SINUS AND MASTOID PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,03,SURG,1.0153,1.3,1.6
137,MOUTH PROCEDURES WITH CC/MCC,MOUTH PROCEDURES WITH CC/MCC,True,active,2025-10-01T00:00:00Z,03,SURG,1.4932,3.4,4.9
138,MOUTH PROCEDURES WITHOUT CC/MCC,MOUTH PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,03,SURG,0.8862,1.6,2.0
139,SALIVARY GLAND PROCEDURES,SALIVARY GLAND PROCEDURES,True,active,2025-10-01T00:00:00Z,03,SURG,1.2086,2.0,2.9
140,MAJOR HEAD AND NECK PROCEDURES WITH MCC,MAJOR HEAD AND NECK PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,03,SURG,4.2653,6.9,9.1
141,MAJOR HEAD AND NECK PROCEDURES WITH CC,MAJOR HEAD AND NECK PROCEDURES WITH CC,True,active,2025-10-01T00:00:00Z,03,SURG,2.1811,3.0,4.1
142,MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC,MAJOR HEAD AND NECK PROCEDURES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,03,SURG,1.5964,1.9,2.5
143,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH MCC","OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH MCC",True,active,2025-10-01T00:00:00Z,03,SURG,3.7466,6.2,9.5
144,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC","OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITH CC",True,active,2025-10-01T00:00:00Z,03,SURG,1.7329,2.8,3.8
145,"OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC","OTHER EAR, NOSE, MOUTH AND THROAT O.R. PROCEDURES WITHOUT CC/MCC",True,active,2025-10-01T00:00:00Z,03,SURG,1.2023,1.6,1.9
146,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH MCC","EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH MCC",True,active,2025-10-01T00:00:00Z,03,MED,2.1174,5.5,8.0
147,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC","EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITH CC",True,active,2025-10-01T00:00:00Z,03,MED,1.2715,3.5,4.8
148,"EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITHOUT CC/MCC","EAR, NOSE, MOUTH AND THROAT MALIGNANCY WITHOUT CC/MCC",True,active,2025-10-01T00:00:00Z,03,MED,0.7971,1.9,2.4
149,DYSEQUILIBRIUM,DYSEQUILIBRIUM,True,active,2025-10-01T00:00:00Z,03,MED,0.7516,1.9,2.4
150,EPISTAXIS WITH MCC,EPISTAXIS WITH MCC,True,active,2025-10-01T00:00:00Z,03,MED,1.3315,3.4,4.5
151,EPISTAXIS WITHOUT MCC,EPISTAXIS WITHOUT MCC,True,active,2025-10-01T00:00:00Z,03,MED,0.7340,2.1,2.6
152,OTITIS MEDIA AND URI WITH MCC,OTITIS MEDIA AND URI WITH MCC,True,active,2025-10-01T00:00:00Z,03,MED,1.1822,3.2,4.4
153,OTITIS MEDIA AND URI WITHOUT MCC,OTITIS MEDIA AND URI WITHOUT MCC,True,active,2025-10-01T00:00:00Z,03,MED,0.7382,2.2,2.8
154,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC","OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH MCC",True,active,2025-10-01T00:00:00Z,03,MED,1.5635,3.9,5.6
155,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC","OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITH CC",True,active,2025-10-01T00:00:00Z,03,MED,0.9165,2.8,3.5
156,"OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITHOUT CC/MCC","OTHER EAR, NOSE, MOUTH AND THROAT DIAGNOSES WITHOUT CC/MCC",True,active,2025-10-01T00:00:00Z,03,MED,0.6911,2.0,2.4
157,DENTAL AND ORAL DISEASES WITH MCC,DENTAL AND ORAL DISEASES WITH MCC,True,active,2025-10-01T00:00:00Z,03,MED,1.7168,4.5,6.3
158,DENTAL AND ORAL DISEASES WITH CC,DENTAL AND ORAL DISEASES WITH CC,True,active,2025-10-01T00:00:00Z,03,MED,0.9098,2.8,3.5
159,DENTAL AND ORAL DISEASES WITHOUT CC/MCC,DENTAL AND ORAL DISEASES WITHOUT CC/MCC,True,active,2025-10-01T00:00:00Z,03,MED,0.7085,2.1,2.5
163,MAJOR CHEST PROCEDURES WITH MCC,MAJOR CHEST PROCEDURES WITH MCC,True,active,2025-10-01T00:00:00Z,04,SURG,4.4818,6.3,8.7
