parent_code,child_code,relationship
B95,B95.7,is-a
B95,B95.8,is-a
B95.6,B95.61,is-a
B95.6,B95.62,is-a
B96,B96.0,is-a
B96,B96.1,is-a
B96,B96.2,is-a
B96,B96.3,is-a
B96,B96.4,is-a
B96,B96.5,is-a
B96,B96.6,is-a
B96,B96.7,is-a
B96,B96.8,is-a
B96.2,B96.20,is-a
B96.2,B96.21,is-a
B96.2,B96.22,is-a
B96.2,B96.23,is-a
B96.2,B96.29,is-a
B96.8,B96.81,is-a
B96.8,B96.82,is-a
B96.8,B96.83,is-a
B96.8,B96.89,is-a
B97,B97.0,is-a
B97,B97.1,is-a
B97,B97.2,is-a
B97,B97.3,is-a
B97,B97.4,is-a
B97,B97.5,is-a
B97,B97.6,is-a
B97,B97.7,is-a
B97,B97.8,is-a
B97.1,B97.10,is-a
B97.1,B97.11,is-a
B97.1,B97.12,is-a
B97.1,B97.19,is-a
B97.2,B97.21,is-a
B97.2,B97.29,is-a
B97.3,B97.30,is-a
B97.3,B97.31,is-a
B97.3,B97.32,is-a
B97.3,B97.33,is-a
B97.3,B97.34,is-a
B97.3,B97.35,is-a
B97.3,B97.39,is-a
B97.8,B97.81,is-a
B97.8,B97.89,is-a
B99,B99.8,is-a
B99,B99.9,is-a
C00,C00.0,is-a
C00,C00.1,is-a
C00,C00.2,is-a
C00,C00.3,is-a
C00,C00.4,is-a
C00,C00.5,is-a
C00,C00.6,is-a
C00,C00.8,is-a
C00,C00.9,is-a
C02,C02.0,is-a
C02,C02.1,is-a
C02,C02.2,is-a
C02,C02.3,is-a
C02,C02.4,is-a
C02,C02.8,is-a
C02,C02.9,is-a
C03,C03.0,is-a
C03,C03.1,is-a
C03,C03.9,is-a
C04,C04.0,is-a
C04,C04.1,is-a
C04,C04.8,is-a
C04,C04.9,is-a
C05,C05.0,is-a
C05,C05.1,is-a
C05,C05.2,is-a
C05,C05.8,is-a
C05,C05.9,is-a
C06,C06.0,is-a
C06,C06.1,is-a
C06,C06.2,is-a
C06,C06.8,is-a
C06,C06.9,is-a
C06.8,C06.80,is-a
C06.8,C06.89,is-a
C08,C08.0,is-a
C08,C08.1,is-a
C08,C08.9,is-a
C09,C09.0,is-a
C09,C09.1,is-a
C09,C09.8,is-a
C09,C09.9,is-a
C10,C10.0,is-a
C10,C10.1,is-a
C10,C10.2,is-a
C10,C10.3,is-a
C10,C10.4,is-a
C10,C10.8,is-a
C10,C10.9,is-a
C11,C11.0,is-a
C11,C11.1,is-a
C11,C11.2,is-a
C11,C11.3,is-a
C11,C11.8,is-a
C11,C11.9,is-a
C13,C13.0,is-a
C13,C13.1,is-a
C13,C13.2,is-a
C13,C13.8,is-a
C13,C13.9,is-a
C14,C14.0,is-a
C14,C14.2,is-a
C14,C14.8,is-a
C15,C15.3,is-a
C15,C15.4,is-a
C15,C15.5,is-a
C15,C15.8,is-a
C15,C15.9,is-a
C16,C16.0,is-a
C16,C16.1,is-a
C16,C16.2,is-a
C16,C16.3,is-a
C16,C16.4,is-a
C16,C16.5,is-a
C16,C16.6,is-a
C16,C16.8,is-a
C16,C16.9,is-a
C17,C17.0,is-a
C17,C17.1,is-a
C17,C17.2,is-a
C17,C17.3,is-a
C17,C17.8,is-a
C17,C17.9,is-a
C18,C18.0,is-a
C18,C18.1,is-a
C18,C18.2,is-a
C18,C18.3,is-a
C18,C18.4,is-a
C18,C18.5,is-a
C18,C18.6,is-a
C18,C18.7,is-a
C18,C18.8,is-a
C18,C18.9,is-a
C21,C21.0,is-a
C21,C21.1,is-a
C21,C21.2,is-a
C21,C21.8,is-a
C22,C22.0,is-a
C22,C22.1,is-a
C22,C22.2,is-a
C22,C22.3,is-a
C22,C22.4,is-a
C22,C22.7,is-a
C22,C22.8,is-a
C22,C22.9,is-a
C24,C24.0,is-a
C24,C24.1,is-a
C24,C24.8,is-a
C24,C24.9,is-a
C25,C25.0,is-a
C25,C25.1,is-a
C25,C25.2,is-a
C25,C25.3,is-a
C25,C25.4,is-a
C25,C25.7,is-a
C25,C25.8,is-a
C25,C25.9,is-a
C26,C26.0,is-a
C26,C26.1,is-a
C26,C26.9,is-a
C30,C30.0,is-a
C30,C30.1,is-a
C31,C31.0,is-a
C31,C31.1,is-a
C31,C31.2,is-a
C31,C31.3,is-a
C31,C31.8,is-a
C31,C31.9,is-a
C32,C32.0,is-a
C32,C32.1,is-a
C32,C32.2,is-a
C32,C32.3,is-a
C32,C32.8,is-a
C32,C32.9,is-a
C34,C34.0,is-a
C34,C34.1,is-a
C34,C34.2,is-a
C34,C34.3,is-a
C34,C34.8,is-a
C34,C34.9,is-a
C34.0,C34.00,is-a
C34.0,C34.01,is-a
C34.0,C34.02,is-a
C34.1,C34.10,is-a
C34.1,C34.11,is-a
C34.1,C34.12,is-a
C34.3,C34.30,is-a
C34.3,C34.31,is-a
C34.3,C34.32,is-a
C34.8,C34.80,is-a
C34.8,C34.81,is-a
C34.8,C34.82,is-a
C34.9,C34.90,is-a
C34.9,C34.91,is-a
C34.9,C34.92,is-a
C38,C38.0,is-a
C38,C38.1,is-a
C38,C38.2,is-a
C38,C38.3,is-a
C38,C38.4,is-a
C38,C38.8,is-a
C39,C39.0,is-a
C39,C39.9,is-a
C40,C40.0,is-a
C40,C40.1,is-a
C40,C40.2,is-a
C40,C40.3,is-a
C40,C40.8,is-a
C40,C40.9,is-a
C40.0,C40.00,is-a
C40.0,C40.01,is-a
C40.0,C40.02,is-a
C40.1,C40.10,is-a
C40.1,C40.11,is-a
C40.1,C40.12,is-a
C40.2,C40.20,is-a
C40.2,C40.21,is-a
C40.2,C40.22,is-a
C40.3,C40.30,is-a
C40.3,C40.31,is-a
C40.3,C40.32,is-a
C40.8,C40.80,is-a
C40.8,C40.81,is-a
C40.8,C40.82,is-a
C40.9,C40.90,is-a
C40.9,C40.91,is-a
C40.9,C40.92,is-a
C41,C41.0,is-a
C41,C41.1,is-a
C41,C41.2,is-a
C41,C41.3,is-a
C41,C41.4,is-a
C41,C41.9,is-a
C43,C43.0,is-a
C43,C43.1,is-a
C43,C43.2,is-a
C43,C43.3,is-a
C43,C43.4,is-a
C43,C43.5,is-a
C43,C43.6,is-a
C43,C43.7,is-a
C43,C43.8,is-a
C43,C43.9,is-a
C43.1,C43.10,is-a
C43.1,C43.11,is-a
C43.1,C43.12,is-a
C43.11,C43.111,is-a
C43.11,C43.112,is-a
C43.12,C43.121,is-a
C43.12,C43.122,is-a
C43.2,C43.20,is-a
C43.2,C43.21,is-a
C43.2,C43.22,is-a
C43.3,C43.30,is-a
C43.3,C43.31,is-a
C43.3,C43.39,is-a
C43.5,C43.51,is-a
C43.5,C43.52,is-a
C43.5,C43.59,is-a
C43.6,C43.60,is-a
C43.6,C43.61,is-a
C43.6,C43.62,is-a
C43.7,C43.70,is-a
C43.7,C43.71,is-a
C43.7,C43.72,is-a
C44,C44.0,is-a
C44,C44.1,is-a
C44,C44.2,is-a
C44,C44.3,is-a
C44,C44.4,is-a
C44,C44.5,is-a
C44,C44.6,is-a
C44,C44.7,is-a
C44,C44.8,is-a
C44,C44.9,is-a
C44.0,C44.00,is-a
C44.0,C44.01,is-a
C44.0,C44.02,is-a
C44.0,C44.09,is-a
C44.1,C44.10,is-a
C44.1,C44.11,is-a
C44.1,C44.12,is-a
C44.1,C44.13,is-a
C44.1,C44.19,is-a
C44.10,C44.101,is-a
C44.10,C44.102,is-a
C44.10,C44.109,is-a
C44.102,C44.1021,is-a
C44.102,C44.1022,is-a
C44.109,C44.1091,is-a
C44.109,C44.1092,is-a
C44.11,C44.111,is-a
C44.11,C44.112,is-a
C44.11,C44.119,is-a
C44.112,C44.1121,is-a
C44.112,C44.1122,is-a
C44.119,C44.1191,is-a
C44.119,C44.1192,is-a
C44.12,C44.121,is-a
C44.12,C44.122,is-a
C44.12,C44.129,is-a
C44.122,C44.1221,is-a
C44.122,C44.1222,is-a
C44.129,C44.1291,is-a
C44.129,C44.1292,is-a
C44.13,C44.131,is-a
C44.13,C44.132,is-a
C44.13,C44.139,is-a
C44.132,C44.1321,is-a
C44.132,C44.1322,is-a
C44.139,C44.1391,is-a
C44.139,C44.1392,is-a
C44.19,C44.191,is-a
C44.19,C44.192,is-a
C44.19,C44.199,is-a
C44.192,C44.1921,is-a
C44.192,C44.1922,is-a
C44.199,C44.1991,is-a
C44.199,C44.1992,is-a
C44.2,C44.20,is-a
C44.2,C44.21,is-a
C44.2,C44.22,is-a
C44.2,C44.29,is-a
C44.20,C44.201,is-a
C44.20,C44.202,is-a
C44.20,C44.209,is-a
C44.21,C44.211,is-a
C44.21,C44.212,is-a
C44.21,C44.219,is-a
C44.22,C44.221,is-a
C44.22,C44.222,is-a
C44.22,C44.229,is-a
C44.29,C44.291,is-a
C44.29,C44.292,is-a
C44.29,C44.299,is-a
C44.3,C44.30,is-a
C44.3,C44.31,is-a
C44.3,C44.32,is-a
C44.3,C44.39,is-a
C44.30,C44.300,is-a
C44.30,C44.301,is-a
C44.30,C44.309,is-a
C44.31,C44.310,is-a
C44.31,C44.311,is-a
C44.31,C44.319,is-a
C44.32,C44.320,is-a
C44.32,C44.321,is-a
C44.32,C44.329,is-a
C44.39,C44.390,is-a
C44.39,C44.391,is-a
C44.39,C44.399,is-a
C44.4,C44.40,is-a
C44.4,C44.41,is-a
C44.4,C44.42,is-a
C44.4,C44.49,is-a
C44.5,C44.50,is-a
C44.5,C44.51,is-a
C44.5,C44.52,is-a
C44.5,C44.59,is-a
C44.50,C44.500,is-a
C44.50,C44.501,is-a
C44.50,C44.509,is-a
C44.51,C44.510,is-a
C44.51,C44.511,is-a
C44.51,C44.519,is-a
C44.52,C44.520,is-a
C44.52,C44.521,is-a
C44.52,C44.529,is-a
C44.59,C44.590,is-a
C44.59,C44.591,is-a
C44.59,C44.599,is-a
C44.6,C44.60,is-a
C44.6,C44.61,is-a
C44.6,C44.62,is-a
C44.6,C44.69,is-a
C44.60,C44.601,is-a
C44.60,C44.602,is-a
C44.60,C44.609,is-a
C44.61,C44.611,is-a
C44.61,C44.612,is-a
C44.61,C44.619,is-a
C44.62,C44.621,is-a
C44.62,C44.622,is-a
C44.62,C44.629,is-a
C44.69,C44.691,is-a
C44.69,C44.692,is-a
C44.69,C44.699,is-a
C44.7,C44.70,is-a
C44.7,C44.71,is-a
C44.7,C44.72,is-a
C44.7,C44.79,is-a
C44.70,C44.701,is-a
C44.70,C44.702,is-a
C44.70,C44.709,is-a
C44.71,C44.711,is-a
C44.71,C44.712,is-a
C44.71,C44.719,is-a
C44.72,C44.721,is-a
C44.72,C44.722,is-a
C44.72,C44.729,is-a
C44.79,C44.791,is-a
C44.79,C44.792,is-a
C44.79,C44.799,is-a
C44.8,C44.80,is-a
C44.8,C44.81,is-a
C44.8,C44.82,is-a
C44.8,C44.89,is-a
C44.9,C44.90,is-a
C44.9,C44.91,is-a
C44.9,C44.92,is-a
C44.9,C44.99,is-a
C45,C45.0,is-a
C45,C45.1,is-a
C45,C45.2,is-a
C45,C45.7,is-a
C45,C45.9,is-a
C46,C46.0,is-a
C46,C46.1,is-a
C46,C46.2,is-a
C46,C46.3,is-a
C46,C46.4,is-a
C46,C46.5,is-a
C46,C46.7,is-a
C46,C46.9,is-a
C46.5,C46.50,is-a
C46.5,C46.51,is-a
C46.5,C46.52,is-a
C47,C47.0,is-a
C47,C47.1,is-a
C47,C47.2,is-a
C47,C47.3,is-a
C47,C47.4,is-a
C47,C47.5,is-a
C47,C47.6,is-a
C47,C47.8,is-a
C47,C47.9,is-a
C47.1,C47.10,is-a
C47.1,C47.11,is-a
C47.1,C47.12,is-a
C47.2,C47.20,is-a
C47.2,C47.21,is-a
C47.2,C47.22,is-a
C48,C48.0,is-a
C48,C48.1,is-a
C48,C48.2,is-a
C48,C48.8,is-a
C49,C49.0,is-a
C49,C49.1,is-a
C49,C49.2,is-a
C49,C49.3,is-a
C49,C49.4,is-a
C49,C49.5,is-a
C49,C49.6,is-a
C49,C49.8,is-a
C49,C49.9,is-a
C49,C49.A,is-a
C49.1,C49.10,is-a
C49.1,C49.11,is-a
C49.1,C49.12,is-a
C49.2,C49.20,is-a
C49.2,C49.21,is-a
C49.2,C49.22,is-a
C49.A,C49.A0,is-a
C49.A,C49.A1,is-a
C49.A,C49.A2,is-a
C49.A,C49.A3,is-a
C49.A,C49.A4,is-a
C49.A,C49.A5,is-a
C49.A,C49.A9,is-a
C4A,C4A.0,is-a
C4A,C4A.1,is-a
C4A,C4A.2,is-a
C4A,C4A.3,is-a
C4A,C4A.4,is-a
C4A,C4A.5,is-a
C4A,C4A.6,is-a
C4A,C4A.7,is-a
C4A,C4A.8,is-a
C4A,C4A.9,is-a
C4A.1,C4A.10,is-a
C4A.1,C4A.11,is-a
C4A.1,C4A.12,is-a
C4A.11,C4A.111,is-a
C4A.11,C4A.112,is-a
C4A.12,C4A.121,is-a
C4A.12,C4A.122,is-a
C4A.2,C4A.20,is-a
C4A.2,C4A.21,is-a
C4A.2,C4A.22,is-a
C4A.3,C4A.30,is-a
C4A.3,C4A.31,is-a
C4A.3,C4A.39,is-a
C4A.5,C4A.51,is-a
C4A.5,C4A.52,is-a
C4A.5,C4A.59,is-a
C4A.6,C4A.60,is-a
C4A.6,C4A.61,is-a
C4A.6,C4A.62,is-a
C4A.7,C4A.70,is-a
C4A.7,C4A.71,is-a
C4A.7,C4A.72,is-a
C50,C50.0,is-a
C50,C50.1,is-a
C50,C50.2,is-a
C50,C50.3,is-a
C50,C50.4,is-a
C50,C50.5,is-a
C50,C50.6,is-a
C50,C50.8,is-a
C50,C50.9,is-a
C50,C50.A,is-a
C50.0,C50.01,is-a
C50.0,C50.02,is-a
C50.01,C50.011,is-a
C50.01,C50.012,is-a
C50.01,C50.019,is-a
C50.02,C50.021,is-a
C50.02,C50.022,is-a
C50.02,C50.029,is-a
C50.1,C50.11,is-a
C50.1,C50.12,is-a
C50.11,C50.111,is-a
C50.11,C50.112,is-a
C50.11,C50.119,is-a
C50.12,C50.121,is-a
C50.12,C50.122,is-a
C50.12,C50.129,is-a
C50.2,C50.21,is-a
C50.2,C50.22,is-a
C50.21,C50.211,is-a
C50.21,C50.212,is-a
C50.21,C50.219,is-a
C50.22,C50.221,is-a
C50.22,C50.222,is-a
C50.22,C50.229,is-a
C50.3,C50.31,is-a
C50.3,C50.32,is-a
C50.31,C50.311,is-a
C50.31,C50.312,is-a
C50.31,C50.319,is-a
C50.32,C50.321,is-a
C50.32,C50.322,is-a
C50.32,C50.329,is-a
C50.4,C50.41,is-a
C50.4,C50.42,is-a
C50.41,C50.411,is-a
C50.41,C50.412,is-a
C50.41,C50.419,is-a
C50.42,C50.421,is-a
C50.42,C50.422,is-a
C50.42,C50.429,is-a
C50.5,C50.51,is-a
C50.5,C50.52,is-a
C50.51,C50.511,is-a
C50.51,C50.512,is-a
C50.51,C50.519,is-a
C50.52,C50.521,is-a
C50.52,C50.522,is-a
C50.52,C50.529,is-a
C50.6,C50.61,is-a
C50.6,C50.62,is-a
C50.61,C50.611,is-a
C50.61,C50.612,is-a
C50.61,C50.619,is-a
C50.62,C50.621,is-a
C50.62,C50.622,is-a
C50.62,C50.629,is-a
C50.8,C50.81,is-a
C50.8,C50.82,is-a
C50.81,C50.811,is-a
C50.81,C50.812,is-a
C50.81,C50.819,is-a
C50.82,C50.821,is-a
C50.82,C50.822,is-a
C50.82,C50.829,is-a
C50.9,C50.91,is-a
C50.9,C50.92,is-a
C50.91,C50.911,is-a
C50.91,C50.912,is-a
C50.91,C50.919,is-a
C50.92,C50.921,is-a
C50.92,C50.922,is-a
C50.92,C50.929,is-a
C50.A,C50.A0,is-a
C50.A,C50.A1,is-a
C50.A,C50.A2,is-a
C51,C51.0,is-a
C51,C51.1,is-a
C51,C51.2,is-a
C51,C51.8,is-a
C51,C51.9,is-a
C53,C53.0,is-a
C53,C53.1,is-a
C53,C53.8,is-a
C53,C53.9,is-a
C54,C54.0,is-a
C54,C54.1,is-a
C54,C54.2,is-a
C54,C54.3,is-a
C54,C54.8,is-a
C54,C54.9,is-a
C56,C56.1,is-a
C56,C56.2,is-a
C56,C56.3,is-a
C56,C56.9,is-a
C57,C57.0,is-a
C57,C57.1,is-a
C57,C57.2,is-a
C57,C57.3,is-a
C57,C57.4,is-a
C57,C57.7,is-a
C57,C57.8,is-a
C57,C57.9,is-a
C57.0,C57.00,is-a
C57.0,C57.01,is-a
C57.0,C57.02,is-a
C57.1,C57.10,is-a
C57.1,C57.11,is-a
C57.1,C57.12,is-a
C57.2,C57.20,is-a
C57.2,C57.21,is-a
C57.2,C57.22,is-a
C60,C60.0,is-a
C60,C60.1,is-a
C60,C60.2,is-a
C60,C60.8,is-a
C60,C60.9,is-a
C62,C62.0,is-a
C62,C62.1,is-a
C62,C62.9,is-a
C62.0,C62.00,is-a
C62.0,C62.01,is-a
C62.0,C62.02,is-a
C62.1,C62.10,is-a
C62.1,C62.11,is-a
C62.1,C62.12,is-a
C62.9,C62.90,is-a
C62.9,C62.91,is-a
C62.9,C62.92,is-a
C63,C63.0,is-a
C63,C63.1,is-a
C63,C63.2,is-a
C63,C63.7,is-a
C63,C63.8,is-a
C63,C63.9,is-a
C63.0,C63.00,is-a
C63.0,C63.01,is-a
C63.0,C63.02,is-a
C63.1,C63.10,is-a
C63.1,C63.11,is-a
C63.1,C63.12,is-a
C64,C64.1,is-a
C64,C64.2,is-a
C64,C64.9,is-a
C65,C65.1,is-a
C65,C65.2,is-a
C65,C65.9,is-a
C66,C66.1,is-a
C66,C66.2,is-a
C66,C66.9,is-a
C67,C67.0,is-a
C67,C67.1,is-a
C67,C67.2,is-a
C67,C67.3,is-a
C67,C67.4,is-a
C67,C67.5,is-a
C67,C67.6,is-a
C67,C67.7,is-a
C67,C67.8,is-a
C67,C67.9,is-a
C68,C68.0,is-a
C68,C68.1,is-a
C68,C68.8,is-a
C68,C68.9,is-a
C69,C69.0,is-a
C69,C69.1,is-a
C69,C69.2,is-a
C69,C69.3,is-a
C69,C69.4,is-a
C69,C69.5,is-a
C69,C69.6,is-a
C69,C69.8,is-a
C69,C69.9,is-a
C69.0,C69.00,is-a
C69.0,C69.01,is-a
C69.0,C69.02,is-a
C69.1,C69.10,is-a
C69.1,C69.11,is-a
C69.1,C69.12,is-a
C69.2,C69.20,is-a
C69.2,C69.21,is-a
C69.2,C69.22,is-a
C69.3,C69.30,is-a
C69.3,C69.31,is-a
C69.3,C69.32,is-a
C69.4,C69.40,is-a
C69.4,C69.41,is-a
C69.4,C69.42,is-a
C69.5,C69.50,is-a
C69.5,C69.51,is-a
C69.5,C69.52,is-a
C69.6,C69.60,is-a
C69.6,C69.61,is-a
C69.6,C69.62,is-a
C69.8,C69.80,is-a
C69.8,C69.81,is-a
C69.8,C69.82,is-a
C69.9,C69.90,is-a
C69.9,C69.91,is-a
C69.9,C69.92,is-a
C70,C70.0,is-a
C70,C70.1,is-a
C70,C70.9,is-a
C71,C71.0,is-a
C71,C71.1,is-a
C71,C71.2,is-a
C71,C71.3,is-a
C71,C71.4,is-a
C71,C71.5,is-a
C71,C71.6,is-a
C71,C71.7,is-a
C71,C71.8,is-a
C71,C71.9,is-a
C72,C72.0,is-a
C72,C72.1,is-a
C72,C72.2,is-a
C72,C72.3,is-a
C72,C72.4,is-a
C72,C72.5,is-a
C72,C72.9,is-a
C72.2,C72.20,is-a
C72.2,C72.21,is-a
C72.2,C72.22,is-a
C72.3,C72.30,is-a
C72.3,C72.31,is-a
C72.3,C72.32,is-a
C72.4,C72.40,is-a
C72.4,C72.41,is-a
C72.4,C72.42,is-a
C72.5,C72.50,is-a
C72.5,C72.59,is-a
C74,C74.0,is-a
C74,C74.1,is-a
C74,C74.9,is-a
C74.0,C74.00,is-a
C74.0,C74.01,is-a
C74.0,C74.02,is-a
C74.1,C74.10,is-a
C74.1,C74.11,is-a
C74.1,C74.12,is-a
C74.9,C74.90,is-a
C74.9,C74.91,is-a
C74.9,C74.92,is-a
C75,C75.0,is-a
C75,C75.1,is-a
C75,C75.2,is-a
C75,C75.3,is-a
C75,C75.4,is-a
C75,C75.5,is-a
C75,C75.8,is-a
C75,C75.9,is-a
C76,C76.0,is-a
C76,C76.1,is-a
C76,C76.2,is-a
C76,C76.3,is-a
C76,C76.4,is-a
C76,C76.5,is-a
C76,C76.8,is-a
C76.4,C76.40,is-a
C76.4,C76.41,is-a
C76.4,C76.42,is-a
C76.5,C76.50,is-a
C76.5,C76.51,is-a
C76.5,C76.52,is-a
C77,C77.0,is-a
C77,C77.1,is-a
C77,C77.2,is-a
C77,C77.3,is-a
C77,C77.4,is-a
C77,C77.5,is-a
C77,C77.8,is-a
C77,C77.9,is-a
C78,C78.0,is-a
C78,C78.1,is-a
C78,C78.2,is-a
C78,C78.3,is-a
C78,C78.4,is-a
C78,C78.5,is-a
C78,C78.6,is-a
C78,C78.7,is-a
C78,C78.8,is-a
C78.0,C78.00,is-a
C78.0,C78.01,is-a
C78.0,C78.02,is-a
C78.3,C78.30,is-a
C78.3,C78.39,is-a
C78.8,C78.80,is-a
C78.8,C78.89,is-a
C79,C79.0,is-a
C79,C79.1,is-a
C79,C79.2,is-a
C79,C79.3,is-a
C79,C79.4,is-a
C79,C79.5,is-a
C79,C79.6,is-a
C79,C79.7,is-a
C79,C79.8,is-a
C79,C79.9,is-a
C79.0,C79.00,is-a
C79.0,C79.01,is-a
C79.0,C79.02,is-a
C79.1,C79.10,is-a
C79.1,C79.11,is-a
C79.1,C79.19,is-a
C79.3,C79.31,is-a
C79.3,C79.32,is-a
C79.4,C79.40,is-a
C79.4,C79.49,is-a
C79.5,C79.51,is-a
C79.5,C79.52,is-a
C79.6,C79.60,is-a
C79.6,C79.61,is-a
C79.6,C79.62,is-a
C79.6,C79.63,is-a
C79.7,C79.70,is-a
C79.7,C79.71,is-a
C79.7,C79.72,is-a
C79.8,C79.81,is-a
C79.8,C79.82,is-a
C79.8,C79.89,is-a
C7A,C7A.0,is-a
C7A,C7A.1,is-a
C7A,C7A.8,is-a
C7A.0,C7A.00,is-a
C7A.0,C7A.01,is-a
C7A.0,C7A.02,is-a
C7A.0,C7A.09,is-a
C7A.01,C7A.010,is-a
C7A.01,C7A.011,is-a
C7A.01,C7A.012,is-a
C7A.01,C7A.019,is-a
C7A.02,C7A.020,is-a
C7A.02,C7A.021,is-a
C7A.02,C7A.022,is-a
C7A.02,C7A.023,is-a
C7A.02,C7A.024,is-a
C7A.02,C7A.025,is-a
C7A.02,C7A.026,is-a
C7A.02,C7A.029,is-a
C7A.09,C7A.090,is-a
C7A.09,C7A.091,is-a
C7A.09,C7A.092,is-a
C7A.09,C7A.093,is-a
C7A.09,C7A.094,is-a
C7A.09,C7A.095,is-a
C7A.09,C7A.096,is-a
C7A.09,C7A.098,is-a
C7B,C7B.0,is-a
C7B,C7B.1,is-a
C7B,C7B.8,is-a
C7B.0,C7B.00,is-a
C7B.0,C7B.01,is-a
C7B.0,C7B.02,is-a
C7B.0,C7B.03,is-a
C7B.0,C7B.04,is-a
C7B.0,C7B.09,is-a
C80,C80.0,is-a
C80,C80.1,is-a
C80,C80.2,is-a
C81,C81.0,is-a
C81,C81.1,is-a
C81,C81.2,is-a
C81,C81.3,is-a
C81,C81.4,is-a
C81,C81.7,is-a
C81,C81.9,is-a
C81.0,C81.00,is-a
C81.0,C81.01,is-a
C81.0,C81.02,is-a
C81.0,C81.03,is-a
C81.0,C81.04,is-a
C81.0,C81.05,is-a
C81.0,C81.06,is-a
C81.0,C81.07,is-a
C81.0,C81.08,is-a
C81.0,C81.09,is-a
C81.0,C81.0A,is-a
C81.1,C81.10,is-a
C81.1,C81.11,is-a
C81.1,C81.12,is-a
C81.1,C81.13,is-a
C81.1,C81.14,is-a
C81.1,C81.15,is-a
C81.1,C81.16,is-a
C81.1,C81.17,is-a
C81.1,C81.18,is-a
C81.1,C81.19,is-a
C81.1,C81.1A,is-a
C81.2,C81.20,is-a
C81.2,C81.21,is-a
C81.2,C81.22,is-a
C81.2,C81.23,is-a
C81.2,C81.24,is-a
C81.2,C81.25,is-a
C81.2,C81.26,is-a
C81.2,C81.27,is-a
C81.2,C81.28,is-a
C81.2,C81.29,is-a
C81.2,C81.2A,is-a
C81.3,C81.30,is-a
C81.3,C81.31,is-a
C81.3,C81.32,is-a
C81.3,C81.33,is-a
C81.3,C81.34,is-a
C81.3,C81.35,is-a
C81.3,C81.36,is-a
C81.3,C81.37,is-a
C81.3,C81.38,is-a
C81.3,C81.39,is-a
C81.3,C81.3A,is-a
C81.4,C81.40,is-a
C81.4,C81.41,is-a
C81.4,C81.42,is-a
C81.4,C81.43,is-a
C81.4,C81.44,is-a
C81.4,C81.45,is-a
C81.4,C81.46,is-a
C81.4,C81.47,is-a
C81.4,C81.48,is-a
C81.4,C81.49,is-a
C81.4,C81.4A,is-a
C81.7,C81.70,is-a
C81.7,C81.71,is-a
C81.7,C81.72,is-a
C81.7,C81.73,is-a
C81.7,C81.74,is-a
C81.7,C81.75,is-a
C81.7,C81.76,is-a
C81.7,C81.77,is-a
C81.7,C81.78,is-a
C81.7,C81.79,is-a
C81.7,C81.7A,is-a
C81.9,C81.90,is-a
C81.9,C81.91,is-a
C81.9,C81.92,is-a
C81.9,C81.93,is-a
C81.9,C81.94,is-a
C81.9,C81.95,is-a
C81.9,C81.96,is-a
C81.9,C81.97,is-a
C81.9,C81.98,is-a
C81.9,C81.99,is-a
C81.9,C81.9A,is-a
C82,C82.0,is-a
C82,C82.1,is-a
C82,C82.2,is-a
C82,C82.3,is-a
C82,C82.4,is-a
C82,C82.5,is-a
C82,C82.6,is-a
C82,C82.8,is-a
C82,C82.9,is-a
C82.0,C82.00,is-a
C82.0,C82.01,is-a
C82.0,C82.02,is-a
C82.0,C82.03,is-a
C82.0,C82.04,is-a
C82.0,C82.05,is-a
C82.0,C82.06,is-a
C82.0,C82.07,is-a
C82.0,C82.08,is-a
C82.0,C82.09,is-a
C82.0,C82.0A,is-a
C82.1,C82.10,is-a
C82.1,C82.11,is-a
C82.1,C82.12,is-a
C82.1,C82.13,is-a
C82.1,C82.14,is-a
C82.1,C82.15,is-a
C82.1,C82.16,is-a
C82.1,C82.17,is-a
C82.1,C82.18,is-a
C82.1,C82.19,is-a
C82.1,C82.1A,is-a
C82.2,C82.20,is-a
C82.2,C82.21,is-a
C82.2,C82.22,is-a
C82.2,C82.23,is-a
C82.2,C82.24,is-a
C82.2,C82.25,is-a
C82.2,C82.26,is-a
C82.2,C82.27,is-a
C82.2,C82.28,is-a
C82.2,C82.29,is-a
C82.2,C82.2A,is-a
C82.3,C82.30,is-a
C82.3,C82.31,is-a
C82.3,C82.32,is-a
C82.3,C82.33,is-a
C82.3,C82.34,is-a
C82.3,C82.35,is-a
C82.3,C82.36,is-a
C82.3,C82.37,is-a
C82.3,C82.38,is-a
C82.3,C82.39,is-a
C82.3,C82.3A,is-a
C82.4,C82.40,is-a
C82.4,C82.41,is-a
C82.4,C82.42,is-a
C82.4,C82.43,is-a
C82.4,C82.44,is-a
C82.4,C82.45,is-a
C82.4,C82.46,is-a
C82.4,C82.47,is-a
C82.4,C82.48,is-a
C82.4,C82.49,is-a
C82.4,C82.4A,is-a
C82.5,C82.50,is-a
C82.5,C82.51,is-a
C82.5,C82.52,is-a
C82.5,C82.53,is-a
C82.5,C82.54,is-a
C82.5,C82.55,is-a
C82.5,C82.56,is-a
C82.5,C82.57,is-a
C82.5,C82.58,is-a
C82.5,C82.59,is-a
C82.5,C82.5A,is-a
C82.6,C82.60,is-a
C82.6,C82.61,is-a
C82.6,C82.62,is-a
C82.6,C82.63,is-a
C82.6,C82.64,is-a
C82.6,C82.65,is-a
C82.6,C82.66,is-a
C82.6,C82.67,is-a
C82.6,C82.68,is-a
C82.6,C82.69,is-a
